R556371,R869021
R375835,R716163
R874932,R131318
R928835,R510335
R649327,R771868
R956100,R117063
R855416,R319422
R371063,R870541
R807819,R360234
R563544,R249354
R985183,R903047
R850558,R791311
R456307,R718112
R763793,R578956
R400322,R456428
R114135,R657937
R728840,R543000
R184908,R294543
R914240,R732373
R584655,R125066
R172656,R385293
R345832,R136131
R170922,R189268
R236420,R705458
R792194,R299563
R282472,R817888
R166953,R462201
R898755,R118801
R187201,R181836
R127298,R210616
R525710,R467594
R367543,R889454
R742122,R433399
R608577,R437079
R516213,R390069
R439986,R623511
R729070,R665322
R727571,R351931
R210765,R802538
R923255,R903078
R608150,R830605
R496479,R163201
R703124,R522116
R149305,R147435
R733332,R134341
R882683,R473402
R986994,R654554
R397478,R690239
R921815,R146327
R811266,R637887
R931553,R435130
R639255,R304435
R670673,R450404
R364187,R942440
R252260,R652333
R199975,R561525
R448772,R501377
R877504,R748065
R372470,R744035
R320267,R361639
R720398,R641970
R530105,R559568
R504404,R167975
R677370,R897945
R906266,R685972
R562741,R768572
R985936,R100756
R107165,R620440
R176789,R907915
R903046,R491532
R204825,R611030
R885931,R169148
R878069,R718529
R991157,R471351
R203885,R627819
R364787,R878472
R606698,R104704
R149698,R254603
R124475,R885603
R141720,R408546
R535204,R166192
R571099,R940912
R265040,R711893
R230592,R490949
R280510,R975112
R301864,R285411
R913915,R767677
R200107,R293705
R531260,R134125
R118771,R528352
R165484,R284992
R564190,R971983
R422155,R368684
R328309,R255099
R789666,R789813
R667113,R612723
R293795,R349202
R939557,R240928
R606921,R206488
R111769,R986616
R232765,R699248
R472894,R387358
R742931,R548432
R157922,R516778
R120678,R557542
R140230,R913009
R793543,R993382
R979128,R634482
R957664,R947296
R139817,R293720
R334168,R122284
R972711,R983847
R797096,R766035
R415702,R831475
R223582,R915351
R710828,R396600
R118253,R538846
R697507,R573248
R151499,R953800
R694245,R634569
R904147,R154532
R765714,R387817
R940405,R398329
R660919,R675987
R441131,R617096
R733195,R534935
R118153,R592045
R445768,R878927
R191975,R846495
R584803,R179085
R138657,R557340
R979250,R142165
R876770,R876031
R256133,R630139
R165657,R720655
R142620,R814051
R858444,R866109
R547195,R405354
R439702,R724406
R289480,R804959
R764423,R828707
R593484,R823723
R672837,R537124
R462644,R831592
R574013,R226524
R988842,R282712
R186464,R849369
R504265,R678535
R273825,R840077
R330836,R971263
R240813,R341670
R725291,R752956
R927813,R710203
R305435,R987425
R649758,R250923
R993336,R879775
R364005,R588814
R585689,R140193
R698162,R465882
R608849,R401895
R392944,R138575
R730244,R130374
R529038,R180192
R638728,R202386
R889902,R545947
R955468,R500560
R712261,R978514
R664988,R462700
R370505,R278276
R961682,R947001
R367037,R466746
R733594,R385787
R315309,R173704
R882208,R388296
R561679,R583283
R636102,R455986
R849508,R301812
R869848,R382787
R317105,R580638
R578640,R934675
R970018,R884252
R363628,R682646
R190155,R638585
R331284,R812526
R315327,R474856
R839573,R774545
R905143,R206270
R453350,R685930
R890657,R708781
R806414,R687524
R869513,R626139
R742419,R903569
R233671,R856496
R936898,R621176
R310447,R346239
R815539,R419341
R930577,R475438
R792766,R672081
R263289,R327861
R601790,R334644
R475732,R975925
R757243,R261728
R682635,R215328
R180086,R650322
R357696,R723953
R461064,R529119
R791515,R183627
R458761,R654288
R993472,R382714
R251639,R563131
R155198,R209618
R284191,R820505
R759407,R375454
R311767,R625915
R777336,R104690
R527490,R900796
R884161,R150106
R545361,R173052
R494819,R237471
R521478,R637975
R824439,R992701
R924073,R202362
R125755,R492253
R544809,R882274
R540789,R302576
R935544,R887928
R898441,R675181
R751142,R422972
R782420,R128724
R449494,R754938
R825597,R772412
R471656,R735626
R221268,R239969
R193933,R761122
R652663,R743446
R593200,R372597
R513754,R102810
R586193,R900673
R706386,R897277
R368852,R843124
R139133,R366091
R886521,R591612
R993581,R481757
R652120,R220123
R503469,R663183
R235073,R511464
R547900,R479306
R746512,R788454
R685623,R728843
R591349,R881578
R816764,R743368
R266108,R224909
R438670,R216454
R714836,R685351
R180718,R224147
R894764,R682214
R273143,R908756
R182984,R251834
R632544,R126345
R378785,R907535
R406166,R591641
R716466,R175308
R133043,R117658
R196447,R420399
R569093,R899675
R495298,R244331
R774691,R827746
R155436,R696110
R285494,R291061
R361263,R717742
R894998,R461101
R846747,R258015
R407093,R252683
R710814,R294633
R201053,R290116
R507765,R110579
R618517,R696190
R574488,R522721
R296019,R100154
R475762,R138215
R187595,R758772
R326219,R542060
R616490,R208521
R934789,R763169
R935357,R853710
R505792,R240249
R257717,R582469
R229090,R510582
R954227,R882249
R673634,R122656
R164661,R741538
R963551,R269999
R680498,R281477
R272882,R193434
R234130,R731159
R503639,R466318
R281104,R957545
R381414,R912722
R793547,R945961
R743973,R602013
R676178,R709500
R597942,R147368
R453721,R657658
R976732,R257569
R588219,R927779
R584985,R765706
R438903,R378959
R946069,R402651
R105603,R747314
R103874,R717433
R832894,R901446
R925380,R880455
R211380,R349277
R350437,R362085
R872989,R511936
R978220,R785738
R282688,R515495
R339194,R543403
R481022,R273435
R974730,R517912
R926423,R705298
R717768,R574150
R386748,R516732
R459269,R543965
R950798,R156624
R499022,R117939
R939902,R942818
R509640,R801649
R924446,R567832
R949462,R659638
R675996,R322673
R742525,R766272
R770292,R185726
R162150,R878642
R132907,R219243
R697344,R714142
R498808,R379010
R283959,R107892
R780969,R453099
R317880,R102295
R201316,R115891
R205895,R763953
R946883,R516808
R882201,R285928
R503149,R717238
R387333,R484456
R135194,R486051
R741619,R187326
R448521,R949102
R784221,R685892
R732510,R781024
R428946,R753080
R987696,R273617
R586239,R282618
R447455,R400890
R223936,R200732
R741591,R227214
R867373,R446636
R130652,R165310
R872514,R276859
R644028,R918745
R683289,R813403
R342026,R479675
R150297,R223212
R655042,R257754
R153012,R868166
R674298,R608996
R751195,R890885
R745990,R712077
R737595,R643802
R336085,R259121
R116438,R468373
R336449,R657509
R845413,R920740
R464462,R413893
R613103,R318636
R193260,R666429
R403822,R287041
R936865,R509932
R117329,R780108
R436151,R203808
R131226,R423870
R195820,R760135
R401174,R605165
R537331,R922991
R794347,R470913
R349988,R301470
R643079,R244154
R639225,R737286
R495962,R874648
R257396,R412227
R223761,R905073
R688838,R661390
R457037,R684191
R397997,R914397
R646970,R701101
R476738,R490444
R212192,R911217
R212605,R459264
R908384,R595877
R470998,R782662
R796141,R853810
R783505,R473054
R273384,R960904
R605357,R271566
R695847,R269377
R451843,R385281
R595516,R197223
R987466,R914981
R635856,R731395
R637557,R230187
R674585,R971410
R746428,R345935
R692677,R502077
R853255,R824692
R812670,R154418
R593233,R411717
R160797,R899839
R797730,R997576
R568327,R776105
R861252,R990347
R969089,R308352
R639802,R694212
R777630,R257134
R813000,R540007
R645089,R108316
R588760,R950208
R630781,R624911
R475978,R296372
R704121,R305870
R559520,R402318
R245360,R527673
R151562,R224028
R978990,R429992
R372841,R688385
R955875,R412207
R547088,R121600
R217282,R365041
R669169,R190249
R292851,R470988
R980878,R939169
R294443,R188322
R844704,R355427
R730449,R191331
R780782,R917153
R359489,R952421
R485362,R837963
R692157,R625989
R414432,R470894
R588698,R873375
R343367,R453512
R390940,R946205
R418877,R764345
R669447,R458688
R352285,R139195
R864410,R704663
R873735,R124283
R516588,R315915
R839077,R812196
R805773,R706272
R493073,R718378
R485353,R823640
R828759,R351719
R106160,R736009
R827350,R449767
R219719,R643435
R357199,R250119
R935413,R536521
R702097,R119640
R147393,R797783
R352235,R483289
R922877,R739400
R314760,R373726
R487621,R139032
R821610,R288195
R173270,R207293
R292060,R962644
R263620,R622933
R258176,R618136
R461595,R910054
R945788,R510517
R407360,R820726
R506109,R389684
R500816,R847835
R813532,R991430
R110845,R600939
R453519,R218042
R381204,R977400
R332671,R330863
R949321,R243763
R649550,R234032
R263526,R732916
R300875,R390363
R148137,R320150
R679132,R243484
R443289,R643159
R745160,R417437
R365421,R630174
R796481,R799116
R242981,R999896
R558052,R166105
R854849,R334802
R762885,R887561
R689304,R157318
R693256,R349015
R333177,R270707
R258508,R617536
R830356,R682687
R855427,R894557
R414874,R693449
R601019,R205988
R625991,R866666
R257095,R282334
R384046,R344547
R498792,R284477
R964279,R863842
R588151,R861390
R833354,R112840
R132209,R810149
R571559,R269498
R946456,R857480
R676061,R960209
R433516,R740239
R290357,R492560
R213242,R830888
R915755,R887117
R299680,R412185
R247690,R875639
R735691,R531420
R216391,R880723
R785315,R983105
R493240,R763522
R265936,R743499
R255814,R974029
R792196,R441792
R289320,R381610
R365320,R602432
R818937,R800562
R971880,R109975
R939747,R887531
R390693,R974231
R826054,R943321
R627556,R886776
R694621,R149874
R300804,R150899
R545114,R205876
R190832,R602881
R370419,R510029
R488492,R564526
R748230,R899527
R589151,R396428
R839902,R650527
R391640,R771147
R233149,R495521
R632453,R138435
R861873,R206955
R441098,R135218
R781678,R149285
R812110,R715464
R969678,R970610
R888553,R280336
R278413,R384290
R559075,R206863
R977383,R219685
R172334,R836534
R863312,R917796
R937238,R441469
R130625,R771091
R729105,R496763
R590061,R245083
R680919,R254142
R100921,R851223
R909853,R861901
R636218,R267775
R384728,R525897
R383721,R676662
R595758,R984226
R472088,R177865
R334867,R395639
R290963,R187507
R609151,R621657
R416366,R600545
R208000,R625015
R841675,R191169
R135795,R481914
R894219,R397148
R574178,R527480
R536099,R649694
R570056,R921059
R408662,R148228
R625738,R608691
R772036,R608765
R148549,R576237
R754832,R322327
R595159,R930649
R934945,R441602
R199292,R822352
R378727,R478149
R811145,R796832
R217066,R193858
R660989,R819360
R394910,R392358
R176575,R877772
R778567,R938041
R316072,R438764
R406333,R317216
R130905,R785435
R605828,R980279
R627211,R336280
R769600,R214998
R441661,R170676
R158094,R186622
R277633,R248343
R502063,R860742
R918719,R188933
R376290,R146475
R424831,R105068
R208981,R436261
R342043,R250318
R816096,R614080
R612507,R341550
R515540,R994068
R297156,R154459
R727874,R957624
R181679,R267894
R472406,R195472
R231806,R799299
R554025,R997363
R310921,R924262
R771626,R104487
R908058,R753157
R426917,R340330
R270816,R744826
R257859,R587035
R753638,R312820
R693722,R209175
R832408,R498796
R901251,R493753
R705646,R714620
R137879,R475144
R485385,R248398
R845908,R942672
R534245,R652782
R642333,R755222
R616239,R846060
R485107,R995946
R273952,R114770
R789984,R979148
R661967,R454813
R954961,R803095
R694015,R981033
R154125,R144292
R468524,R333034
R690689,R295310
R910302,R584162
R136482,R261224
R989782,R673865
R830515,R297904
R796757,R618159
R892387,R209787
R356630,R902628
R102901,R273879
R302703,R252024
R891446,R135041
R376011,R286524
R662569,R505250
R707275,R924872
R262977,R781786
R913518,R175482
R730257,R778619
R685227,R467111
R888401,R312226
R927000,R228230
R158279,R682308
R666897,R817020
R342949,R465589
R465743,R758643
R337911,R534660
R982439,R683367
R511771,R789212
R699967,R272972
R448142,R151543
R191274,R172819
R410685,R285961
R253070,R931329
R445890,R450517
R588639,R568412
R916425,R738823
R754078,R255277
R992148,R342765
R380349,R563740
R824431,R942838
R480581,R917286
R760676,R808798
R706232,R215349
R821484,R159910
R962859,R770945
R199470,R475578
R445230,R283358
R414465,R573275
R188285,R330594
R334853,R638754
R548182,R227388
R415664,R308287
R763546,R793076
R853174,R313572
R926492,R307212
R850515,R972390
R395679,R811548
R362668,R710785
R813865,R197015
R396168,R601253
R689566,R191534
R275009,R952521
R579605,R439993
R182389,R378187
R309439,R838390
R606214,R645814
R905814,R841557
R938754,R179256
R403904,R206647
R303835,R911484
R770137,R375789
R814307,R360985
R886370,R907496
R796048,R899831
R637584,R213438
R196513,R573314
R569274,R337469
R167173,R886262
R683789,R845108
R153089,R183304
R912652,R794049
R158830,R161119
R101783,R233507
R617783,R545749
R292141,R514147
R902105,R158506
R565045,R384484
R733366,R874386
R316507,R176692
R876164,R265213
R521967,R163246
R883181,R677014
R218255,R142276
R545274,R965055
R876421,R771227
R323705,R494910
R466672,R321667
R213741,R442826
R525899,R596802
R169289,R849348
R626533,R218428
R429293,R935424
R849416,R120905
R253659,R103641
R461812,R393373
R532549,R676218
R908095,R505745
R612483,R415782
R906864,R970848
R281313,R994263
R370328,R738735
R662120,R675934
R854616,R336643
R587483,R526330
R153698,R812837
R835527,R400068
R518706,R755226
R683120,R431587
R430422,R476331
R553922,R866427
R136883,R683425
R176831,R778821
R434055,R599136
R310742,R492865
R729876,R470460
R786363,R433543
R442828,R959203
R429942,R596370
R509914,R853022
R940126,R979387
R174833,R609110
R117054,R714097
R298768,R583397
R684002,R844540
R204966,R382360
R729760,R877425
R731967,R780800
R453680,R485181
R407493,R545428
R317706,R932327
R613140,R622099
R716198,R306474
R580963,R178191
R927930,R678207
R969387,R945978
R936557,R843629
R780725,R982337
R925903,R761318
R889080,R561362
R182747,R618652
R599314,R148358
R345412,R671656
R612070,R364741
R772813,R593175
R189614,R274483
R183656,R168785
R777796,R516679
R347015,R535615
R951239,R925058
R649108,R635458
R509605,R156181
R352683,R124054
R812039,R315568
R997286,R391866
R761447,R243035
R488342,R743237
R781496,R488319
R846031,R711345
R410878,R392045
R749033,R958673
R435596,R448265
R481858,R985129
R213287,R862014
R514987,R513339
R181473,R554984
R621960,R423101
R183925,R770764
R498775,R498457
R661827,R780011
R332340,R610118
R526258,R309999
R248760,R453979
R968160,R662446
R123339,R423263
R376853,R548457
R509326,R953187
R814468,R399457
R502102,R582054
R270912,R930966
R644348,R686844
R671121,R569106
R170286,R330328
R495913,R630817
R459520,R356486
R188637,R130977
R794139,R765076
R334961,R147237
R183754,R401790
R129583,R186898
R509924,R516525
R875373,R880285
R239966,R344653
R140970,R520612
R837270,R938410
R775552,R201221
R223098,R435188
R590424,R285258
R457057,R187765
R390429,R808464
R867472,R861021
R218877,R255333
R549051,R586783
R179430,R178251
R578412,R236686
R893303,R711847
R905799,R148553
R502135,R301091
R347806,R522919
R109158,R336197
R970030,R782931
R371875,R864815
R547197,R902696
R421912,R793562
R872658,R933126
R869591,R942601
R447123,R559824
R389472,R405316
R302521,R930313
R460591,R905932
R871127,R157604
R746805,R552260
R697813,R715729
R524941,R902771
R774158,R877128
R701524,R974236
R782934,R232861
R914458,R831712
R904932,R290058
R226017,R872558
R243322,R837744
R661114,R751434
R216916,R542035
R781016,R740268
R535911,R996313
R202274,R883306
R388085,R283991
R782772,R707392
R948862,R539596
R597486,R940028
R124498,R766507
R698048,R773473
R826378,R280776
R794211,R200326
R697686,R307896
R542133,R509127
R262410,R721683
R852262,R148653
R968127,R859091
R495112,R694244
R893257,R609811
R118215,R414184
R337092,R911887
R702207,R742651
R611391,R112176
R787570,R504151
R952989,R589946
R974980,R146358
R375653,R762195
R431122,R969747
R722400,R813773
R552063,R842162
R809099,R285194
R260571,R815694
R614880,R146320
R349834,R377159
R841514,R328988
R805299,R556984
R161539,R957698
R489602,R126435
R260034,R283741
R323559,R500122
R976375,R310605
R616621,R386920
R500306,R188472
R734525,R889061
R651920,R843089
R253795,R481326
R514954,R880680
R997354,R868254
R476535,R296733
R963738,R574322
R656237,R812332
R839262,R407595
R806776,R746290
R715751,R463313
R130802,R249412
R674996,R684498
R739945,R990446
R187147,R541592
R407433,R130388
R431868,R617740
R333399,R972242
R348715,R807000
R825558,R638081
R322303,R447885
R950210,R909721
R284119,R941110
R781178,R334990
R813413,R819353
R260076,R591465
R282652,R151552
R455293,R908770
R585953,R233791
R493891,R405126
R848211,R488037
R665914,R725637
R733992,R670028
R544352,R427680
R205597,R650014
R567539,R394284
R755862,R355374
R473677,R465344
R839118,R358259
R845995,R486093
R852637,R631351
R780425,R644297
R602136,R748455
R154896,R168450
R113081,R804032
R422423,R793331
R143541,R148908
R401323,R933450
R520100,R652020
R584061,R666529
R452050,R780580
R517617,R544213
R471444,R927917
R368468,R210537
R389997,R185706
R538047,R349478
R352371,R759219
R439440,R213034
R515465,R119423
R471344,R899676
R415999,R989995
R645106,R772291
R871368,R889196
R981267,R845754
R207931,R457431
R660284,R365863
R226918,R439663
R430191,R750817
R552308,R336692
R862892,R324705
R911354,R167282
R287868,R615286
R273576,R446373
R200610,R712836
R939025,R261589
R558469,R954545
R536504,R972469
R682717,R591132
R665249,R818751
R717364,R467473
R767304,R876080
R349984,R411272
R601224,R661206
R977666,R351861
R935468,R905733
R624798,R188912
R894172,R141407
R480561,R723389
R637328,R854799
R963374,R527445
R376260,R488799
R891945,R709249
R146030,R276457
R278506,R307051
R198576,R856944
R236711,R771268
R319961,R936351
R784612,R836521
R717026,R371016
R370794,R593445
R138071,R692826
R483320,R979842
R101233,R492121
R652313,R730111
R219241,R687882
R628017,R216383
R817155,R580610
R491631,R917934
R941501,R641786
R988332,R711773
R618197,R231211
R494112,R654677
R727312,R481844
R292263,R349147
R842552,R189647
R936460,R285120
R994915,R923486
R947209,R758713
R800760,R699915
R503991,R960721
R723034,R158864
R597475,R313468
R824627,R532106
R162437,R694213
R836700,R201586
R402707,R596311
R866762,R708738
R731598,R257364
R669498,R130995
R828201,R967813
R397289,R630412
R178976,R564827
R257406,R858681
R614956,R964318
R636120,R406022
R449682,R633133
R727583,R161267
R406832,R370391
R977168,R267215
R776590,R612091
R733610,R469478
R124816,R196039
R172606,R467576
R541456,R916572
R177972,R560774
R509680,R375633
R803389,R846650
R500982,R871227
R301632,R356633
R853257,R166112
R284638,R229150
R287690,R127563
R562225,R192636
R934476,R442461
R101986,R555119
R848325,R314331
R520297,R773185
R182201,R578996
R297390,R766666
R700885,R203453
R394682,R325393
R252654,R864476
R781634,R261498
R572422,R761428
R669835,R581438
R941285,R338903
R374239,R446542
R740121,R615239
R233719,R833420
R252180,R125242
R846652,R312780
R988945,R708650
R663845,R967725
R595608,R132687
R383281,R882030
R500547,R614255
R168794,R348384
R319087,R902228
R382119,R362161
R616047,R363093
R174310,R945622
R643981,R263905
R673861,R439249
R964962,R830066
R442553,R688545
R348747,R585701
R479507,R491721
R182868,R489019
R690031,R689527
R179597,R424923
R547714,R592243
R523272,R986475
R351475,R197431
R866848,R568046
R801398,R163207
R523557,R200120
R200770,R907474
R204887,R693984
R608525,R157602
R355904,R988047
R906947,R853626
R180995,R498007
R531648,R415044
R498879,R156680
R928807,R770876
R228868,R296517
R153211,R959970
R594466,R240695
R273751,R244495
R796316,R866580
R980800,R192935
R967454,R899307
R664023,R448878
R518678,R347017
R848792,R363349
R339744,R188073
R195617,R155877
R622356,R136266
R446908,R735734
R806686,R229883
R661332,R838519
R229738,R446863
R502645,R992203
R414644,R377417
R894331,R842500
R995373,R709997
R762905,R694229
R651231,R758998
R624770,R675334
R786933,R871466
R552883,R559681
R520409,R596957
R100271,R726472
R400914,R376558
R718877,R140404
R747927,R167631
R566830,R576990
R411668,R806555
R441052,R977644
R373257,R808146
R213802,R753347
R930566,R239002
R890768,R919214
R112120,R916660
R992368,R259530
R523578,R972515
R863496,R742237
R103114,R537177
R131940,R461254
R546057,R129144
R946437,R825416
R816496,R420352
R839859,R427221
R302958,R228417
R496743,R410068
R845347,R209294
R653749,R904832
R240147,R325817
R951689,R705665
R643004,R163572
R487471,R560388
R956599,R781646
R581640,R710612
R596686,R905242
R283732,R150863
R489307,R280614
R524706,R318747
R876707,R642663
R853463,R795790
R969673,R961185
R812843,R186358
R497624,R513125
R883145,R455833
R803576,R481363
R141645,R982428
R985090,R639491
R147194,R466386
R295142,R782533
R195375,R707290
R812630,R833917
R625917,R119487
R547934,R491088
R666923,R858116
R374508,R840977
R874562,R679196
R887762,R112583
R556944,R799935
R280389,R760140
R632025,R118163
R679804,R824503
R809756,R374964
R125740,R297038
R399596,R936514
R845787,R987889
R704682,R860980
R616501,R819867
R624995,R602878
R832248,R330211
R718040,R669202
R691430,R643656
R936785,R538086
R623410,R590764
R856706,R125227
R711649,R681378
R588963,R878565
R740566,R243795
R792209,R450888
R226836,R218749
R226739,R156049
R315624,R158411
R430403,R135849
R310814,R140784
R531197,R949113
R298659,R317110
R333942,R312038
R365104,R796817
R624158,R733188
R617724,R432563
R434266,R242478
R742920,R270692
R477651,R795535
R315909,R825820
R723753,R901671
R944395,R885985
R176985,R759467
R969017,R693676
R712271,R618011
R688687,R765428
R239478,R489699
R173438,R281578
R900996,R122211
R888207,R461975
R932751,R126289
R958353,R730925
R859099,R872673
R571212,R363768
R981133,R981765
R588128,R649488
R384577,R895512
R422825,R693682
R537860,R113209
R392883,R313214
R724734,R108972
R846665,R877313
R552417,R346289
R622869,R523707
R836714,R827513
R601084,R972917
R679947,R804865
R465884,R755003
R187674,R622086
R699923,R831823
R800416,R833780
R468384,R767889
R379956,R993717
R759579,R105635
R277714,R194158
R555171,R285853
R518992,R428576
R257490,R936044
R830405,R348371
R103253,R557210
R945851,R396777
R381020,R131943
R985431,R367035
R699343,R333207
R725812,R623358
R900039,R916929
R679895,R756130
R683337,R445396
R758015,R342778
R234304,R880204
R718690,R893971
R703206,R877988
R456187,R347450
R588545,R297048
R885158,R363168
R856544,R995329
R620780,R355637
R297606,R133999
R601729,R101300
R880719,R443397
R216143,R509845
R937364,R935031
R865800,R101877
R662482,R152348
R847631,R467548
R703548,R572598
R276331,R488383
R557594,R354870
R551219,R770987
R542021,R368973
R267506,R659230
R763363,R125537
R938112,R460757
R833794,R639480
R383841,R290091
R709982,R628345
R127952,R956293
R804105,R879735
R831266,R233827
R864711,R743890
R746101,R981042
R762256,R332074
R436878,R411442
R935755,R497080
R732904,R562590
R746642,R563983
R637853,R937863
R908287,R931829
R371233,R610973
R715084,R217411
R643169,R351079
R103995,R602168
R420739,R692305
R913683,R141863
R121884,R359986
R155114,R262632
R284290,R103282
R114059,R497526
R497680,R110351
R708691,R337287
R901879,R169633
R992280,R256521
R688350,R662386
R166736,R623251
R196098,R401482
R782666,R777341
R213861,R132752
R511919,R452178
R965061,R532152
R673718,R104015
R495212,R147811
R472602,R825215
R286894,R900924
R154821,R542424
R544236,R641660
R231736,R194991
R367482,R445997
R378220,R486520
R108044,R229654
R723418,R913175
R117749,R200532
R551363,R267769
R699987,R729578
R566397,R302445
R184089,R988449
R593881,R144596
R760190,R639589
R581766,R137607
R565167,R116664
R826750,R480364
R573525,R975265
R643742,R299265
R914437,R745243
R442955,R116826
R455074,R636547
R740359,R721914
R730251,R747749
R403230,R539702
R662164,R395287
R896350,R104712
R734574,R526953
R745892,R363815
R145777,R189240
R444891,R556278
R765564,R966789
R368793,R463609
R485074,R751535
R385245,R609896
R382619,R343123
R603783,R678014
R815701,R562883
R447407,R542010
R915900,R534821
R233908,R990675
R754084,R220766
R765469,R781433
R711813,R471940
R747303,R471906
R786876,R379475
R600056,R354126
R221405,R166729
R923835,R296977
R481453,R957362
R299791,R526770
R384688,R324637
R329228,R513841
R399313,R260297
R167200,R753743
R606899,R299832
R511577,R149905
R229264,R976006
R182157,R253506
R975958,R210639
R480515,R795055
R101793,R223030
R698189,R260227
R252104,R162612
R683158,R122674
R768385,R552637
R527884,R128622
R679850,R187587
R388597,R776185
R477862,R548085
R547835,R967747
R744238,R543413
R401878,R454170
R667244,R444185
R127025,R494794
R147064,R519455
R464171,R631255
R112699,R104745
R191427,R772180
R121755,R639629
R325444,R994281
R945334,R210856
R343731,R967599
R553419,R143513
R303858,R697857
R727653,R941486
R597193,R361764
R721754,R321190
R935096,R556649
R889561,R785350
R692055,R461039
R819720,R722295
R871357,R634330
R442529,R875279
R881532,R400391
R787782,R206154
R216172,R629034
R720026,R588964
R867806,R466267
R983240,R904928
R912263,R821066
R117394,R627631
R548685,R704935
R800242,R937657
R127965,R474796
R831324,R225613
R693459,R595940
R487074,R932156
R812527,R651822
R516980,R854301
R616468,R589478
R732427,R952274
R585547,R974074
R370287,R351056
R910088,R657665
R301514,R180560
R863828,R580372
R368788,R738662
R155784,R704950
R302573,R518209
R911946,R752069
R204616,R917929
R590835,R477919
R973204,R379930
R257245,R423318
R644271,R326734
R802452,R109900
R581639,R801231
R927381,R647270
R224346,R554527
R363433,R897321
R368265,R624562
R509498,R385303
R742362,R109559
R548409,R186590
R955157,R264777
R991258,R545402
R527710,R526419
R212425,R354791
R357414,R401827
R806525,R917105
R502903,R713025
R963416,R138159
R842359,R676029
R261123,R257418
R562327,R334592
R302882,R911445
R441497,R556185
R802349,R900662
R442007,R360169
R479104,R900479
R157178,R691105
R305074,R401704
R314215,R681000
R388265,R467351
R310020,R390245
R424694,R564048
R566603,R743311
R670839,R919532
R778731,R297903
R510067,R922798
R360995,R451502
R248275,R736736
R988043,R922756
R961164,R581876
R652776,R984273
R177047,R911369
R567393,R560105
R217696,R605023
R168667,R588874
R257570,R508236
R183125,R909915
R646699,R889253
R574453,R314930
R785020,R320421
R639479,R590844
R837215,R716919
R278572,R628645
R960667,R611577
R776202,R100386
R515668,R554743
R427092,R704667
R117510,R557595
R617619,R699066
R542474,R536577
R471815,R820443
R152633,R296257
R972028,R268158
R172372,R186600
R572483,R896319
R367606,R875094
R724566,R391683
R265491,R369221
R360047,R152990
R892338,R926094
R136549,R613344
R375786,R918054
R117668,R689391
R692112,R372348
R761133,R878214
R723370,R804937
R892799,R680995
R270069,R355335
R846359,R140671
R782612,R426166
R489810,R875378
R711489,R459688
R164179,R691554
R271443,R414331
R481631,R406633
R960545,R273715
R121682,R238238
R637653,R909735
R407480,R206363
R344844,R930388
R970169,R873715
R731316,R789336
R441327,R771481
R304550,R624748
R813508,R140812
R733783,R478159
R198064,R404655
R702265,R893868
R807165,R652739
R548822,R229657
R881188,R180634
R231173,R218620
R825712,R110549
R204994,R887847
R699476,R697230
R949993,R308092
R628366,R344094
R753415,R509014
R576726,R625354
R392096,R944363
R115609,R312660
R310668,R831286
R989985,R792394
R330121,R569141
R650184,R255080
R582761,R879709
R374088,R181631
R695854,R149053
R424619,R604628
R598982,R357334
R446569,R107981
R561231,R793191
R142014,R965241
R112070,R652015
R550104,R811400
R409985,R759249
R605650,R172436
R618848,R822390
R818276,R757496
R677255,R826070
R276479,R354793
R688925,R880257
R440699,R908195
R467043,R323028
R852160,R767185
R378584,R288624
R878835,R558317
R653054,R941409
R806736,R788229
R515267,R749718
R857573,R227472
R394072,R491635
R475777,R280204
R233041,R924693
R501656,R917818
R979611,R280299
R464791,R993792
R433238,R152956
R534749,R667762
R704550,R693798
R410388,R451041
R384961,R477380
R252325,R876654
R710846,R540584
R216977,R356594
R306043,R940692
R521125,R179718
R243460,R828980
R835619,R752387
R630158,R916017
R633960,R363202
R515242,R150597
R467368,R910182
R384319,R749763
R739086,R606825
R931631,R910983
R940953,R760474
R103820,R876567
R366887,R892877
R776175,R305226
R507543,R100308
R477503,R429084
R931604,R864777
R978059,R528103
R281549,R618728
R967832,R960144
R324194,R957606
R187323,R160712
R535433,R691681
R946725,R335377
R535533,R193069
R752902,R356288
R296484,R347331
R608733,R411731
R257615,R756492
R771516,R284352
R844923,R336961
R700202,R950540
R518380,R479863
R101062,R210624
R877596,R656362
R427377,R580302
R245868,R510093
R380751,R237450
R590305,R972902
R149525,R866221
R116719,R108084
R701985,R162636
R488337,R197628
R704318,R907428
R276227,R102804
R312782,R246792
R570232,R471680
R155694,R774167
R695896,R315045
R328486,R477836
R983075,R390415
R141948,R810668
R524622,R339922
R950311,R994731
R491688,R884519
R873791,R171299
R669676,R733635
R404055,R790824
R636106,R572902
R157943,R377774
R531840,R117579
R236044,R160940
R790354,R448807
R308792,R620647
R789768,R643349
R978048,R207949
R549177,R169631
R493060,R809256
R507328,R202608
R627825,R464581
R344546,R553439
R770840,R767400
R213997,R166987
R957184,R441517
R805876,R216244
R323400,R680929
R682779,R936256
R426786,R324733
R910192,R975695
R519177,R485728
R740690,R690171
R451332,R238255
R980637,R357716
R919970,R311728
R164198,R706088
R507163,R870547
R429890,R833738
R415883,R314791
R789726,R483230
R894993,R290382
R279105,R269740
R512256,R920901
R520689,R413753
R743011,R321815
R990679,R946682
R498433,R296303
R373044,R843348
R882957,R185415
